Longitude,Latitude,EC1,EC2,Elevation
-120.670122,35.298399,63.9,47.0,83.185
-120.670112,35.298412,62.6,49.6,83.225
-120.670101,35.298425,62.0,48.9,83.27
-120.670091,35.298438,60.0,49.3,83.275
-120.670083,35.298452,55.8,44.6,83.265
-120.670075,35.298467,53.7,39.1,83.26
-120.670066,35.298479,52.8,33.6,83.27
-120.670055,35.298492,53.3,33.8,83.22
-120.670044,35.298505,54.9,31.7,83.1
-120.670034,35.298517,54.3,31.6,82.995
-120.670023,35.298529,61.2,33.1,82.93
-120.670013,35.298542,61.3,39.5,82.91
-120.670004,35.298555,59.4,40.1,82.91
-120.669994,35.298567,58.6,37.0,82.915
-120.669983,35.298579,58.0,37.6,82.935
-120.669973,35.298591,58.5,40.2,83.01
-120.669962,35.298603,57.5,35.9,83.08
-120.669951,35.298615,52.9,43.5,83.125
-120.669941,35.298628,60.7,40.1,83.24
-120.669931,35.298641,64.1,42.8,83.4
-120.669921,35.298655,62.7,43.5,83.5
-120.669912,35.298668,68.4,46.8,83.5
-120.669903,35.298682,60.4,52.8,83.475
-120.669892,35.298695,63.9,51.8,83.445
-120.669881,35.298709,64.8,49.1,83.37
-120.669871,35.298722,62.6,30.9,83.29
-120.669862,35.298736,65.1,29.4,83.285
-120.669852,35.298749,73.8,36.2,83.315
-120.669881,35.298822,81.4,64.4,82.2
-120.669892,35.298815,72.5,65.7,82.435
-120.669904,35.298805,68.7,65.6,82.66
-120.669916,35.298794,74.2,51.6,82.75
-120.669926,35.298782,61.5,29.5,82.885
-120.669936,35.298768,57.0,26.1,83.105
-120.669945,35.298755,50.6,31.0,83.33
-120.669955,35.298741,56.6,41.4,83.5
-120.669966,35.298727,63.7,47.5,83.59
-120.669977,35.298714,65.5,45.1,83.62
-120.669986,35.298699,62.7,46.5,83.61
-120.669996,35.298684,53.8,43.4,83.615
-120.670008,35.298671,55.5,39.5,83.66
-120.670022,35.298658,63.9,37.0,83.725
-120.670034,35.298644,54.9,40.3,83.795
-120.670044,35.298629,61.6,39.9,83.925
-120.670055,35.298614,55.1,38.7,84.07
-120.670067,35.2986,64.4,41.8,84.085
-120.670081,35.298586,64.5,43.5,84.02
-120.670092,35.298571,63.8,45.4,83.945
-120.670103,35.298557,59.8,40.7,83.83
-120.670114,35.298542,49.2,25.9,83.73
-120.670126,35.298527,48.8,26.3,83.68
-120.670138,35.298513,54.4,36.8,83.665
-120.67015,35.298498,56.7,38.8,83.69
-120.670161,35.298483,54.0,37.5,83.71
-120.670173,35.298468,55.8,37.8,83.71
-120.670183,35.298454,66.5,52.5,83.705
-120.670194,35.298439,72.3,56.0,83.69
-120.670205,35.298425,71.6,56.5,83.68
-120.670217,35.298411,61.3,50.0,83.705
-120.670228,35.298398,62.3,49.4,83.805
-120.670239,35.298383,63.0,50.3,83.965
-120.670249,35.298368,59.6,42.6,84.075
-120.670258,35.298353,59.4,45.7,84.1
-120.670267,35.298338,53.4,44.5,84.07
-120.670276,35.298324,51.1,39.4,83.985
-120.670286,35.298309,47.7,52.1,83.85
-120.670296,35.298294,47.0,43.4,83.745
-120.670309,35.29828,34.6,18.4,83.75
-120.67032,35.298267,26.4,12.6,83.755
-120.670331,35.298252,23.8,15.3,83.64
-120.670341,35.298236,32.3,19.6,83.495
-120.670353,35.298222,32.2,22.8,83.4
-120.670365,35.298208,29.4,26.2,83.355
-120.670378,35.298194,29.1,29.5,83.34
-120.670391,35.29818,34.8,31.9,83.335
-120.670403,35.298166,38.5,40.1,83.32
-120.670416,35.298151,41.9,38.8,83.245
-120.670428,35.298137,47.6,40.5,83.14
-120.670439,35.298122,39.7,41.1,83.065
-120.670451,35.298108,43.3,41.6,83.07
-120.670462,35.298093,47.5,42.0,83.12
-120.670473,35.298079,46.2,42.8,83.125
-120.670483,35.298063,52.2,49.8,83.105
-120.670494,35.298049,53.1,50.2,83.07
-120.670505,35.298034,38.6,35.5,83.05
-120.670515,35.298019,47.1,44.8,83.075
-120.670525,35.298004,46.2,41.5,83.07
-120.670537,35.297989,40.0,38.1,82.98
-120.67055,35.297974,40.2,39.8,82.85
-120.670562,35.297959,42.7,44.4,82.78
-120.670573,35.297944,52.3,45.7,82.765
-120.670583,35.29793,49.1,42.8,82.715
-120.670594,35.297916,42.6,36.7,82.675
-120.670605,35.297901,47.9,39.3,82.63
-120.670615,35.297886,47.7,36.4,82.495
-120.670626,35.297871,49.1,34.1,82.38
-120.67064,35.297857,52.7,39.5,82.36
-120.670652,35.297842,59.4,43.8,82.35
-120.670662,35.297826,56.6,47.3,82.29
-120.670672,35.29781,58.2,43.7,82.2
-120.670682,35.297795,57.7,43.3,82.13
-120.670692,35.29778,70.9,61.6,82.1
-120.670703,35.297766,69.5,61.1,82.075
-120.670713,35.297752,71.1,68.9,82.065
-120.670725,35.297737,68.9,74.2,82.045
-120.670737,35.297721,71.3,83.1,82.0
-120.670749,35.297707,77.5,97.7,81.98
-120.670762,35.297693,81.6,105.5,81.955
-120.670774,35.297678,76.8,102.0,81.97
-120.670783,35.297663,77.6,99.8,82.085
-120.670793,35.297649,82.1,88.9,82.13
-120.670803,35.297633,83.3,86.8,82.045
-120.670813,35.297619,81.6,102.5,81.945
-120.670825,35.297605,74.7,98.2,81.84
-120.670839,35.297592,86.2,102.1,81.695
-120.670851,35.297578,90.2,118.4,81.56
-120.670861,35.297564,89.4,130.8,81.47
-120.670871,35.29755,89.0,118.1,81.37
-120.670883,35.297536,86.5,124.3,81.335
-120.670895,35.297522,87.4,115.0,81.38
-120.670905,35.297506,100.0,137.0,81.42
-120.670916,35.297491,93.6,130.3,81.44
-120.670928,35.297478,86.8,133.0,81.46
-120.670937,35.297462,83.9,135.4,81.465
-120.670946,35.297446,89.0,144.0,81.41
-120.670957,35.297431,97.6,137.1,81.345
-120.670969,35.297417,109.9,150.4,81.305
-120.67098,35.297402,115.2,160.4,81.29
-120.67099,35.297388,119.7,139.2,81.295
-120.671001,35.297374,114.4,158.0,81.33
-120.671012,35.297361,119.0,189.0,81.36
-120.671024,35.297347,122.3,178.3,81.3
-120.671035,35.297333,127.3,182.5,81.15
-120.671045,35.297318,133.3,157.0,81.01
-120.671056,35.297303,135.0,152.7,80.96
-120.671067,35.297288,121.2,134.6,80.935
-120.671077,35.297274,124.5,123.8,80.88
-120.671086,35.29726,131.7,109.4,80.82
-120.671097,35.297246,143.2,119.0,80.765
-120.671108,35.297233,134.1,138.9,80.73
-120.671119,35.297219,139.7,161.6,80.74
-120.671129,35.297203,150.2,133.5,80.905
-120.67114,35.297188,164.7,113.0,81.135
-120.67115,35.297173,172.6,136.2,81.155
-120.671161,35.297158,152.2,138.6,81.045
-120.671171,35.297145,138.2,131.4,80.965
-120.671254,35.29714,142.9,84.2,80.71
-120.67122,35.297227,129.9,80.8,80.79
-120.671214,35.297237,114.9,94.7,80.79
-120.671208,35.297247,132.4,102.9,80.8
-120.671201,35.297257,130.5,121.7,80.775
-120.671194,35.297268,126.2,105.0,80.715
-120.671186,35.29728,112.9,106.8,80.69
-120.671178,35.297293,113.7,120.5,80.7
-120.671169,35.297306,115.5,112.5,80.76
-120.67116,35.297318,104.7,123.5,80.84
-120.67115,35.29733,102.4,129.7,80.885
-120.671139,35.297342,107.1,127.9,80.92
-120.671128,35.297354,122.0,135.9,80.945
-120.671118,35.297365,118.5,138.5,80.95
-120.671108,35.297377,99.3,134.7,80.93
-120.671098,35.297389,134.4,128.5,80.89
-120.671088,35.297402,145.6,139.4,80.89
-120.671078,35.297414,132.3,148.3,80.94
-120.671068,35.297427,114.6,153.2,80.995
-120.671057,35.29744,127.9,148.2,81.055
-120.671047,35.297452,129.4,140.1,81.135
-120.671039,35.297465,112.1,132.9,81.225
-120.671031,35.297477,124.7,137.4,81.25
-120.671022,35.297491,123.4,136.1,81.22
-120.671013,35.297505,109.4,124.7,81.25
-120.671002,35.297519,98.7,125.2,81.32
-120.670991,35.297533,84.5,131.6,81.365
-120.670981,35.297547,79.9,105.7,81.405
-120.670969,35.297561,88.8,110.0,81.435
-120.670958,35.297575,100.7,123.3,81.45
-120.670947,35.29759,87.3,105.0,81.495
-120.670937,35.297604,100.3,102.2,81.525
-120.670928,35.297619,88.3,100.1,81.475
-120.670917,35.297634,91.2,100.2,81.41
-120.670906,35.297648,91.4,91.5,81.385
-120.670895,35.297662,97.1,89.5,81.35
-120.670885,35.297677,98.0,79.3,81.265
-120.670876,35.297691,102.0,79.9,81.185
-120.670865,35.297704,102.3,79.0,81.155
-120.670854,35.297718,100.2,81.4,81.155
-120.670844,35.297732,100.2,81.8,81.195
-120.670833,35.297746,103.2,82.5,81.32
-120.670822,35.297759,97.2,81.3,81.495
-120.670811,35.297773,99.0,79.6,81.655
-120.670799,35.297787,96.4,76.7,81.755
-120.670789,35.297801,96.9,72.1,81.735
-120.670778,35.297816,93.7,67.4,81.675
-120.670767,35.297829,87.2,62.4,81.7
-120.670756,35.297842,74.2,63.7,81.775
-120.670744,35.297856,78.6,60.8,81.81
-120.670733,35.29787,78.5,59.5,81.795
-120.670723,35.297885,72.7,61.5,81.765
-120.670714,35.2979,76.5,52.0,81.77
-120.670704,35.297914,71.4,58.2,81.85
-120.670693,35.297929,64.8,51.7,81.965
-120.670681,35.297943,64.7,46.4,82.03
-120.67067,35.297957,65.0,43.5,82.06
-120.670659,35.297971,62.7,39.6,82.125
-120.670649,35.297985,56.4,34.3,82.165
-120.670637,35.298,58.7,34.0,82.145
-120.670625,35.298015,56.5,32.9,82.135
-120.670614,35.298029,51.5,27.9,82.155
-120.670602,35.298043,46.5,27.0,82.175
-120.670591,35.298057,46.6,35.5,82.205
-120.670578,35.29807,55.1,42.6,82.26
-120.670565,35.298083,52.4,40.4,82.34
-120.670555,35.298097,44.8,35.4,82.445
-120.670545,35.298111,49.9,38.4,82.535
-120.670535,35.298126,49.0,37.7,82.6
-120.670524,35.298141,47.2,42.9,82.65
-120.670513,35.298155,42.6,32.9,82.695
-120.670501,35.298169,34.3,21.4,82.75
-120.67049,35.298183,34.9,20.0,82.82
-120.67048,35.298198,38.1,23.0,82.87
-120.670469,35.298212,44.1,25.4,82.885
-120.670458,35.298224,55.7,33.3,82.905
-120.670446,35.298237,61.5,44.6,82.92
-120.670434,35.298251,57.1,46.3,82.955
-120.670423,35.298266,60.8,47.9,83.02
-120.670411,35.29828,59.4,46.5,83.07
-120.6704,35.298294,54.2,49.2,83.1
-120.670389,35.298308,47.8,45.4,83.115
-120.670378,35.298323,51.6,32.9,83.155
-120.670367,35.298338,34.7,16.0,83.185
-120.670355,35.298353,51.3,23.1,83.18
-120.670345,35.298368,72.8,48.5,83.19
-120.670335,35.298383,83.1,64.6,83.19
-120.670325,35.298398,84.4,54.3,83.155
-120.670315,35.298412,79.0,52.1,83.14
-120.670306,35.298426,81.5,49.2,83.195
-120.670295,35.29844,78.7,46.8,83.3
-120.670284,35.298453,69.2,46.4,83.42
-120.670273,35.298467,66.8,47.5,83.525
-120.670262,35.29848,74.1,53.8,83.59
-120.67025,35.298494,65.1,54.8,83.645
-120.670239,35.298509,48.6,57.5,83.69
-120.670228,35.298524,42.4,52.9,83.675
-120.670216,35.298538,41.8,52.8,83.625
-120.670206,35.298552,58.1,47.8,83.55
-120.670195,35.298567,67.7,44.9,83.475
-120.670184,35.298582,67.5,49.3,83.495
-120.670172,35.298596,64.7,44.9,83.575
-120.67016,35.29861,57.5,31.5,83.625
-120.67015,35.298624,55.4,27.9,83.655
-120.670139,35.298639,55.0,28.0,83.7
-120.670128,35.298654,53.3,31.8,83.74
-120.670116,35.298668,52.1,31.7,83.735
-120.670105,35.298682,56.4,31.9,83.68
-120.670095,35.298697,57.3,33.9,83.595
-120.670084,35.298711,51.3,27.9,83.54
-120.670073,35.298725,54.2,28.4,83.545
-120.670062,35.29874,48.7,28.7,83.585
-120.67005,35.298754,47.0,28.4,83.64
-120.670039,35.298769,49.9,30.4,83.665
-120.670029,35.298784,56.6,41.5,83.66
-120.670018,35.298799,52.5,42.1,83.64
-120.670006,35.298814,46.1,26.7,83.625
-120.669992,35.298827,53.1,31.9,83.67
-120.669979,35.298841,61.7,34.6,83.7
-120.669967,35.298855,66.3,40.8,83.675
-120.670021,35.298913,55.1,26.4,82.42
-120.67003,35.298905,52.7,28.3,82.53
-120.670042,35.298888,47.1,25.5,82.815
-120.67005,35.298878,42.6,20.0,82.92
-120.670058,35.298867,38.8,16.7,82.985
-120.670066,35.298856,47.5,23.8,83.045
-120.670075,35.298846,51.5,31.0,83.11
-120.670084,35.298835,50.8,42.0,83.135
-120.670093,35.298824,52.7,44.8,83.13
-120.670102,35.298814,53.4,47.0,83.125
-120.670111,35.298802,56.8,50.8,83.07
-120.67012,35.29879,62.9,51.8,82.995
-120.67013,35.298777,71.3,56.6,83.005
-120.67014,35.298763,71.9,56.9,83.07
-120.670151,35.298749,69.9,55.3,83.125
-120.670162,35.298735,71.0,52.9,83.15
-120.670173,35.298721,72.4,55.0,83.135
-120.670183,35.298707,70.9,44.7,83.125
-120.670194,35.298693,64.4,57.2,83.195
-120.670207,35.298679,67.5,49.9,83.315
-120.670219,35.298664,66.8,43.7,83.37
-120.67023,35.298648,65.5,46.5,83.395
-120.670241,35.298633,68.4,55.6,83.475
-120.670255,35.298618,70.5,63.3,83.54
-120.670268,35.298603,76.0,67.7,83.515
-120.67028,35.298587,72.6,71.9,83.475
-120.670292,35.298572,65.2,57.1,83.475
-120.670304,35.298556,73.3,58.0,83.46
-120.670316,35.298539,69.5,56.3,83.405
-120.670326,35.298522,76.6,60.4,83.335
-120.670336,35.298505,70.4,49.4,83.315
-120.670345,35.298488,64.0,51.0,83.37
-120.670354,35.298471,50.7,40.4,83.39
-120.670365,35.298455,69.9,55.1,83.36
-120.670377,35.29844,70.4,54.9,83.345
-120.670392,35.298428,55.3,28.0,83.365
-120.670407,35.298415,51.5,24.8,83.375
-120.67042,35.298401,61.2,36.3,83.315
-120.670432,35.298386,67.2,73.0,83.31
-120.670446,35.298372,68.6,71.3,83.345
-120.670459,35.298357,69.5,63.9,83.29
-120.670472,35.298341,66.1,58.0,83.25
-120.670484,35.298325,66.7,60.8,83.255
-120.670494,35.298309,68.0,64.7,83.235
-120.670506,35.298292,66.0,69.5,83.22
-120.670519,35.298277,64.7,63.6,83.175
-120.670532,35.298263,59.9,53.7,83.095
-120.670543,35.298248,56.2,57.6,83.035
-120.670554,35.298233,52.3,50.5,82.965
-120.670566,35.298219,61.9,52.9,82.93
-120.670577,35.298204,59.7,49.7,82.95
-120.670589,35.29819,62.5,48.2,82.935
-120.6706,35.298175,53.2,33.5,82.855
-120.670609,35.298159,52.2,27.1,82.74
-120.670617,35.298143,48.2,30.0,82.66
-120.670627,35.298127,57.0,42.1,82.64
-120.670638,35.298111,54.6,39.2,82.595
-120.670649,35.298095,42.3,25.5,82.51
-120.670661,35.29808,40.7,27.0,82.515
-120.670674,35.298065,46.3,33.9,82.545
-120.670686,35.29805,50.8,41.2,82.49
-120.670698,35.298035,51.7,45.6,82.44
-120.670711,35.298021,48.4,43.0,82.425
-120.670724,35.298007,49.3,43.8,82.425
-120.670737,35.297992,46.6,49.5,82.425
-120.670749,35.297977,46.6,47.2,82.4
-120.67076,35.297961,56.9,51.8,82.37
-120.670771,35.297946,56.3,52.0,82.325
-120.670782,35.297931,61.0,50.7,82.25
-120.670793,35.297917,63.3,52.3,82.2
-120.670805,35.297903,65.1,55.6,82.19
-120.670817,35.297888,64.1,63.0,82.155
-120.670829,35.297874,61.6,64.1,82.085
-120.670841,35.297859,65.9,72.4,82.045
-120.670852,35.297843,89.9,79.8,82.025
-120.670863,35.297828,86.5,89.9,81.985
-120.670874,35.297812,73.5,75.7,81.955
-120.670886,35.297797,68.5,68.8,81.93
-120.670898,35.297783,71.8,64.7,81.87
-120.670911,35.29777,75.9,78.5,81.81
-120.670922,35.297756,75.1,64.5,81.77
-120.67093,35.297741,74.8,77.2,81.72
-120.67094,35.297726,73.5,71.3,81.645
-120.670952,35.297712,73.8,74.1,81.565
-120.670964,35.297697,73.5,78.5,81.5
-120.670976,35.297682,77.2,86.6,81.455
-120.670988,35.297667,85.8,96.3,81.425
-120.670997,35.297652,88.8,111.9,81.375
-120.671006,35.297637,88.7,107.8,81.275
-120.671017,35.297622,86.1,107.3,81.175
-120.671031,35.297608,81.9,103.0,81.155
-120.671043,35.297595,80.7,115.7,81.165
-120.671054,35.297581,82.2,102.2,81.16
-120.671065,35.297565,89.7,127.9,81.17
-120.671075,35.29755,112.3,145.4,81.185
-120.671085,35.297535,118.3,151.6,81.17
-120.671096,35.29752,126.8,138.0,81.125
-120.671107,35.297505,143.7,142.6,81.115
-120.671118,35.29749,141.1,154.3,81.16
-120.671128,35.297475,133.1,159.2,81.22
-120.671139,35.29746,142.4,150.1,81.24
-120.671153,35.297446,143.1,153.7,81.22
-120.671165,35.297431,150.7,196.4,81.19
-120.671177,35.297415,149.8,195.1,81.15
-120.671189,35.297401,139.6,187.2,81.135
-120.6712,35.297386,153.5,184.6,81.135
-120.67121,35.297371,164.5,177.8,81.105
-120.67122,35.297355,155.5,193.3,80.985
-120.67123,35.29734,159.6,192.3,80.815
-120.671241,35.297326,153.1,173.5,80.75
-120.671252,35.297313,147.1,156.7,80.785
-120.671264,35.297298,140.9,142.9,80.8
-120.671275,35.297284,141.5,142.6,80.8
-120.671286,35.297269,147.9,137.5,80.83
-120.671296,35.297254,153.3,140.5,80.82
-120.671307,35.29724,152.0,119.3,80.755
-120.671318,35.297226,148.3,125.7,80.7
-120.671404,35.297241,151.0,98.6,80.66
-120.671397,35.297253,147.7,124.9,80.7
-120.67139,35.297265,145.8,108.7,80.74
-120.671382,35.297274,147.4,110.9,80.78
-120.671376,35.297283,137.4,104.8,80.815
-120.671369,35.297295,121.7,109.1,80.84
-120.671362,35.297308,132.6,111.5,80.835
-120.671353,35.297321,134.6,130.1,80.82
-120.671343,35.297333,128.1,113.0,80.845
-120.671334,35.297347,127.2,120.0,80.88
-120.671324,35.29736,120.6,114.3,80.9
-120.671314,35.297373,137.1,130.3,80.895
-120.671304,35.297386,136.9,135.7,80.87
-120.671294,35.297399,120.4,140.4,80.865
-120.671284,35.297413,117.7,137.8,80.88
-120.671273,35.297428,130.4,145.5,80.89
-120.671263,35.297442,117.1,149.1,80.89
-120.671253,35.297455,122.4,143.2,80.92
-120.671242,35.297468,116.4,148.5,80.97
-120.671232,35.297482,110.2,154.0,81.005
-120.671222,35.297496,97.3,142.8,81.03
-120.671212,35.29751,86.5,128.6,81.045
-120.671201,35.297524,92.6,134.6,81.055
-120.67119,35.297538,93.3,112.0,81.085
-120.671177,35.297552,92.6,111.1,81.135
-120.671164,35.297566,90.3,104.5,81.16
-120.671151,35.29758,83.7,100.7,81.165
-120.671139,35.297594,78.9,106.2,81.205
-120.671128,35.297609,80.5,106.9,81.295
-120.671118,35.297625,78.4,108.1,81.38
-120.671106,35.297639,81.0,105.7,81.455
-120.671093,35.297653,80.5,106.4,81.535
-120.671081,35.297668,77.8,98.7,81.61
-120.67107,35.297683,73.4,83.8,81.685
-120.671059,35.297699,72.9,87.5,81.735
-120.671048,35.297714,71.0,85.3,81.755
-120.671036,35.297729,70.5,86.2,81.715
-120.671025,35.297745,74.6,84.4,81.645
-120.671014,35.29776,67.9,81.4,81.645
-120.671003,35.297775,70.0,79.0,81.675
-120.670991,35.297789,68.2,72.9,81.685
-120.670979,35.297804,59.8,61.7,81.735
-120.670968,35.297819,62.0,51.2,81.83
-120.670958,35.297835,60.1,47.6,81.925
-120.670946,35.29785,57.7,51.1,81.98
-120.670934,35.297864,61.3,52.5,81.995
-120.670922,35.297879,56.7,52.8,82.015
-120.670908,35.297894,58.0,58.1,82.035
-120.670895,35.297908,63.3,62.8,82.02
-120.670883,35.297923,60.5,63.4,82.005
-120.670872,35.29794,57.0,53.8,82.035
-120.670862,35.297956,54.8,52.8,82.07
-120.67085,35.297972,50.3,47.2,82.11
-120.670837,35.297988,54.9,46.1,82.175
-120.670825,35.298003,53.8,49.3,82.235
-120.670813,35.298018,48.1,45.3,82.31
-120.670802,35.298034,50.1,40.9,82.4
-120.67079,35.298049,50.0,44.0,82.42
-120.670779,35.298064,44.9,51.9,82.41
-120.670766,35.29808,48.8,47.3,82.45
-120.670754,35.298096,50.1,38.1,82.5
-120.670743,35.298113,39.0,34.8,82.5
-120.670732,35.298129,33.8,24.1,82.5
-120.670721,35.298145,30.5,20.7,82.565
-120.67071,35.298161,33.0,20.3,82.625
-120.670697,35.298176,51.0,27.7,82.65
-120.670683,35.298191,53.0,34.9,82.635
-120.67067,35.298206,54.5,36.8,82.63
-120.670658,35.298221,62.3,51.8,82.685
-120.670647,35.298237,63.0,58.1,82.74
-120.670636,35.298252,63.2,61.8,82.79
-120.670625,35.298267,66.4,69.0,82.84
-120.670613,35.298282,75.5,67.3,82.875
-120.670601,35.298297,75.0,71.9,82.885
-120.670589,35.298312,72.2,72.3,82.88
-120.670576,35.298327,79.5,73.8,82.91
-120.670563,35.298341,75.3,69.1,82.955
-120.67055,35.298356,65.7,67.8,82.95
-120.670537,35.298371,71.8,63.3,82.935
-120.670525,35.298386,75.9,65.0,82.97
-120.670513,35.298401,69.8,60.4,83.04
-120.6705,35.298417,75.0,61.2,83.095
-120.670488,35.298432,71.6,62.3,83.1
-120.670476,35.298447,65.9,57.8,83.085
-120.670464,35.298463,68.8,62.1,83.11
-120.670453,35.298478,71.9,58.1,83.145
-120.670442,35.298495,68.5,56.8,83.175
-120.670429,35.29851,50.3,23.8,83.25
-120.670416,35.298525,47.9,21.6,83.315
-120.670406,35.298541,43.1,23.6,83.335
-120.670396,35.298557,48.4,29.2,83.35
-120.670385,35.298573,55.5,43.4,83.37
-120.670373,35.298589,58.1,35.5,83.4
-120.670362,35.298605,56.6,41.4,83.45
-120.670352,35.298622,64.1,50.2,83.47
-120.670341,35.298639,68.1,46.9,83.44
-120.670329,35.298655,65.6,42.3,83.405
-120.670319,35.298671,68.0,40.3,83.375
-120.670308,35.298687,67.6,43.7,83.355
-120.670295,35.298703,69.6,43.5,83.355
-120.670283,35.298719,63.2,35.0,83.395
-120.670271,35.298735,64.1,37.0,83.465
-120.67026,35.298752,70.9,36.8,83.555
-120.670249,35.298767,66.8,40.3,83.715
-120.670237,35.298783,62.8,44.1,83.855
-120.670225,35.298799,73.2,53.6,83.885
-120.670212,35.298814,76.8,53.8,83.895
-120.670197,35.298828,71.0,57.9,83.88
-120.670183,35.298843,64.5,64.4,83.81
-120.670171,35.298859,66.0,56.2,83.76
-120.670159,35.298875,64.3,62.2,83.765
-120.670147,35.29889,62.5,58.7,83.78
-120.670134,35.298906,55.5,52.7,83.795
-120.670123,35.298921,51.2,41.4,83.825
-120.670112,35.298937,43.4,19.3,83.83
-120.670101,35.298952,43.9,20.1,83.815
-120.670092,35.298964,58.6,32.5,84.145
-120.670085,35.298973,62.0,32.6,85.15
-120.670187,35.298945,78.8,56.2,84.08
-120.670161,35.299004,85.3,74.7,83.68
-120.670163,35.298995,88.8,66.2,83.605
-120.670166,35.298988,56.4,26.4,83.575
-120.670171,35.298979,35.5,20.7,83.54
-120.670178,35.298969,45.9,21.6,83.505
-120.670216,35.298911,97.7,79.2,83.46
-120.670222,35.298902,93.7,89.0,83.515
-120.670229,35.298893,97.3,81.0,83.64
-120.670237,35.298883,106.2,100.6,83.71
-120.670245,35.298874,102.7,90.6,83.69
-120.670253,35.298865,104.6,83.7,83.655
-120.670276,35.298838,96.6,68.6,83.69
-120.670285,35.298829,98.2,73.3,83.68
-120.670293,35.29882,86.7,68.7,83.685
-120.6703,35.29881,89.8,61.9,83.685
-120.670306,35.298801,79.8,57.0,83.695
-120.670312,35.29879,89.5,60.2,83.71
-120.67032,35.29878,83.9,55.8,83.695
-120.67033,35.29877,92.3,59.9,83.68
-120.670339,35.298758,106.6,59.7,83.685
-120.670348,35.298746,110.4,62.0,83.68
-120.670356,35.298734,101.8,60.2,83.68
-120.670365,35.298722,95.4,56.8,83.695
-120.670404,35.298671,81.9,61.1,83.625
-120.670415,35.298658,86.5,61.5,83.655
-120.67045,35.298605,57.2,32.8,83.54
-120.67053,35.298508,95.5,77.0,83.065
-120.670538,35.298497,99.7,72.2,83.09
-120.670546,35.298487,100.4,77.1,83.11
-120.670554,35.298477,105.9,75.0,83.08
-120.670562,35.298466,99.7,72.9,83.08
-120.67057,35.298456,100.4,75.6,83.095
-120.670577,35.298445,119.9,91.1,83.04
-120.670585,35.298434,117.4,93.1,82.975
-120.670601,35.298412,95.7,79.2,82.885
-120.67061,35.2984,97.2,77.7,82.83
-120.67062,35.298389,103.1,85.4,82.8
-120.670628,35.298378,105.7,90.8,82.765
-120.670636,35.298366,117.5,96.7,82.735
-120.670645,35.298354,124.0,93.4,82.75
-120.670654,35.298343,103.0,78.7,82.75
-120.670664,35.298332,95.1,79.7,82.7
-120.670673,35.29832,97.4,78.9,82.65
-120.670692,35.298297,97.6,74.0,82.65
-120.670702,35.298285,84.7,60.4,82.635
-120.670711,35.298274,86.0,56.3,82.605
-120.67072,35.298262,72.5,53.3,82.57
-120.670729,35.298249,75.8,49.4,82.54
-120.670739,35.298237,82.4,47.9,82.495
-120.670749,35.298225,67.4,43.8,82.415
-120.670759,35.298213,71.5,38.4,82.34
-120.670769,35.298202,59.4,35.5,82.28
-120.670779,35.298189,61.7,37.8,82.25
-120.670804,35.298149,57.1,20.4,82.16
-120.670812,35.298136,58.3,24.2,82.14
-120.670827,35.298117,70.5,25.7,82.185
-120.670833,35.298108,70.9,27.8,82.2
-120.670841,35.298099,65.7,31.3,82.185
-120.670863,35.298072,69.8,35.5,82.21
-120.670972,35.297941,62.9,47.8,81.87
-120.670982,35.297929,69.9,52.1,81.87
-120.671026,35.29787,55.4,50.5,81.735
-120.671053,35.297833,83.0,75.9,81.715
-120.671062,35.29782,90.3,64.6,81.69
-120.671071,35.297807,74.1,62.7,81.64
-120.67108,35.297794,61.0,53.5,81.61
-120.67109,35.297782,77.5,67.4,81.57
-120.671099,35.297769,84.8,80.9,81.535
-120.671138,35.297718,99.7,87.0,81.53
-120.671147,35.297705,98.7,92.5,81.485
-120.671157,35.297692,111.3,94.3,81.43
-120.671167,35.29768,127.1,107.7,81.405
-120.671187,35.297655,120.1,124.5,81.37
-120.671197,35.297643,132.3,123.3,81.36
-120.671206,35.297629,119.7,121.0,81.36
-120.671215,35.297616,115.7,109.9,81.385
-120.671234,35.29759,109.2,92.5,81.375
-120.671244,35.297577,102.1,76.5,81.36
-120.671254,35.297565,102.1,89.0,81.365
-120.671264,35.297552,126.1,106.5,81.355
-120.671273,35.29754,134.2,119.2,81.315
-120.671283,35.297528,144.6,115.8,81.275
-120.671293,35.297515,180.1,154.9,81.245
-120.671323,35.297478,169.9,146.9,81.075
-120.671332,35.297465,158.3,138.8,80.965
-120.671342,35.297453,164.4,166.9,80.875
-120.67136,35.297428,178.7,166.5,80.875
-120.671369,35.297415,190.4,174.1,80.855
-120.671388,35.297393,189.4,165.7,80.79
-120.671395,35.297383,179.0,171.9,80.735
-120.671401,35.297372,192.3,172.7,80.69
-120.671408,35.297362,200.6,178.2,80.675
-120.671418,35.297352,216.7,162.8,80.69
-120.671429,35.29734,221.5,158.0,80.715
-120.671438,35.297329,213.4,155.3,80.745
-120.671446,35.297318,193.1,143.5,80.77
-120.671454,35.297308,166.1,142.7,80.74
-120.671463,35.297298,154.4,140.2,80.66
-120.671546,35.297303,147.5,98.0,80.785
-120.671545,35.297303,152.7,97.6,80.95
-120.671544,35.297309,146.6,102.1,80.97
-120.671543,35.297314,143.2,110.5,81.005
-120.67154,35.297322,142.6,124.9,81.085
-120.671535,35.297334,147.1,137.7,81.19
-120.671527,35.297346,152.9,138.3,81.305
